Scene,Setup,Room
83,2,1,009D,0000,Grave,,-348,60,419,0000,C000,0000
83,2,1,009D,0000,Grave,,-348,60,539,0000,C000,0000
83,2,1,009D,0000,Grave,,-338,120,-336,0000,0000,0000
83,2,1,009D,0000,Grave,,-218,120,-336,0000,0000,0000
83,2,1,009D,0000,Grave,,-98,120,-336,0000,0000,0000
83,2,1,009D,0000,Grave,,22,120,-336,0000,0000,0000
83,2,1,009D,0000,Grave,,155,120,-177,0000,C000,0000
83,2,1,009D,0000,Grave,,155,120,-57,0000,C000,0000
83,2,1,009D,0000,Grave,,155,120,219,0000,C000,0000
83,2,1,009D,0000,Grave,,155,120,459,0000,C000,0000
83,2,1,009D,0000,Grave,,155,120,579,0000,C000,0000
83,2,1,009D,0000,Grave,,155,120,699,0000,C000,0000
83,2,1,009D,0001,Grave,Discovery Sound,-578,120,-336,0000,0000,0000
83,2,1,009D,0001,Grave,Discovery Sound,-348,60,179,0000,C000,0000
83,2,1,009D,0001,Grave,Discovery Sound,155,120,339,0000,C000,0000
83,3,1,009D,0000,Grave,,155,120,699,0000,C000,0000
83,3,1,009D,0000,Grave,,155,120,579,0000,C000,0000
83,3,1,009D,0000,Grave,,155,120,459,0000,C000,0000
83,3,1,009D,0000,Grave,,155,120,219,0000,C000,0000
83,3,1,009D,0000,Grave,,155,120,-57,0000,C000,0000
83,3,1,009D,0000,Grave,,155,120,-177,0000,C000,0000
83,3,1,009D,0000,Grave,,22,120,-336,0000,0000,0000
83,3,1,009D,0000,Grave,,-98,120,-336,0000,0000,0000
83,3,1,009D,0000,Grave,,-218,120,-336,0000,0000,0000
83,3,1,009D,0000,Grave,,-338,120,-336,0000,0000,0000
83,3,1,009D,0000,Grave,,-348,60,539,0000,C000,0000
83,3,1,009D,0000,Grave,,-348,60,419,0000,C000,0000
83,3,1,009D,0000,Grave,,-348,60,299,0000,C000,0000
83,3,1,009D,0000,Grave,,-348,60,59,0000,C000,0000
83,3,1,009D,0000,Grave,,-458,120,-336,0000,0000,0000
83,3,1,009D,0001,Grave,Discovery Sound,155,120,339,0000,C000,0000
83,3,1,009D,0001,Grave,Discovery Sound,-348,60,179,0000,C000,0000
83,3,1,009D,0001,Grave,Discovery Sound,-578,120,-336,0000,0000,0000
83,4,1,009D,0000,Grave,,-348,60,59,0000,C000,0000
83,4,1,009D,0000,Grave,,-348,60,179,0000,C000,0000
83,4,1,009D,0000,Grave,,-348,60,299,0000,C000,0000
83,4,1,009D,0000,Grave,,-348,60,419,0000,C000,0000
83,4,1,009D,0000,Grave,,-348,60,539,0000,C000,0000
83,4,1,009D,0000,Grave,,155,120,699,0000,C000,0000
83,4,1,009D,0000,Grave,,155,120,579,0000,C000,0000
83,4,1,009D,0000,Grave,,155,120,459,0000,C000,0000
83,4,1,009D,0000,Grave,,155,120,339,0000,C000,0000
83,4,1,009D,0000,Grave,,155,120,219,0000,C000,0000
83,4,1,009D,0000,Grave,,155,120,-57,0000,C000,0000
83,4,1,009D,0000,Grave,,155,120,-177,0000,C000,0000
83,4,1,009D,0000,Grave,,22,120,-336,0000,0000,0000
83,4,1,009D,0000,Grave,,-98,120,-336,0000,0000,0000
83,4,1,009D,0000,Grave,,-218,120,-336,0000,0000,0000
83,4,1,009D,0000,Grave,,-338,120,-336,0000,0000,0000
83,4,1,009D,0000,Grave,,-458,120,-336,0000,0000,0000
83,4,1,009D,0000,Grave,,-578,120,-336,0000,0000,0000
83,4,1,009D,0000,Grave,,-764,120,-243,0000,4000,0000
83,4,1,009D,0000,Grave,,664,180,-101,0000,C000,0000
83,4,1,009D,0000,Grave,,664,180,261,0000,C000,0000
83,5,1,009D,0000,Grave,,-348,60,59,0000,C000,0000
83,5,1,009D,0000,Grave,,-348,60,179,0000,C000,0000
83,5,1,009D,0000,Grave,,-348,60,299,0000,C000,0000
83,5,1,009D,0000,Grave,,-348,60,419,0000,C000,0000
83,5,1,009D,0000,Grave,,-348,60,539,0000,C000,0000
83,5,1,009D,0000,Grave,,155,120,699,0000,C000,0000
83,5,1,009D,0000,Grave,,155,120,579,0000,C000,0000
83,5,1,009D,0000,Grave,,155,120,459,0000,C000,0000
83,5,1,009D,0000,Grave,,155,120,339,0000,C000,0000
83,5,1,009D,0000,Grave,,155,120,219,0000,C000,0000
83,5,1,009D,0000,Grave,,155,120,-57,0000,C000,0000
83,5,1,009D,0000,Grave,,155,120,-177,0000,C000,0000
83,5,1,009D,0000,Grave,,22,120,-336,0000,0000,0000
83,5,1,009D,0000,Grave,,-98,120,-336,0000,0000,0000
83,5,1,009D,0000,Grave,,-218,120,-336,0000,0000,0000
83,5,1,009D,0000,Grave,,-338,120,-336,0000,0000,0000
83,5,1,009D,0000,Grave,,-458,120,-336,0000,0000,0000
83,5,1,009D,0000,Grave,,-578,120,-336,0000,0000,0000
83,5,1,009D,0000,Grave,,-764,120,-243,0000,4000,0000
83,5,1,009D,0000,Grave,,664,180,-101,0000,C000,0000
83,5,1,009D,0000,Grave,,664,180,261,0000,C000,0000
87,0,0,009D,0000,Grave,,-3043,-1033,6074,0000,4000,0000
87,2,0,009D,0000,Grave,,-3043,-1033,6074,0000,4000,0000
Total: 114
